,acy,sem,cos_id,cos_code,num_limit,dep_limit,URL,cos_cname,cos_credit,cos_hours,TURL,teacher,cos_time,memo,cos_ename,brief,degree,dep_id,dep_primary,dep_cname,dep_ename,cos_type,cos_type_e,crsoutline_type,reg_num,depType
1131_515128,113,1,515128,EEEC20041,26,N,,智慧機器人實驗,3.00,3.00,http://isci.lab.nycu.edu.tw/,宋開泰,W234-,實驗課教室工程五館EE224,Intelligent Robotics Laboratory,,1,QLK,1,人工智慧跨域學程-工程與科學組,Artificial Intelligence-Engineering and Science,選修,Elective,data,19,Q
1131_515129,113,1,515129,EEEC20044,40,N,,材料科學導論,3.00,3.00,https://sites.google.com/view/lighttaiwan,譚至善,W34F5-ED101[GF],,Introduction to Materials Science ,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,37,Q
1131_515134,113,1,515134,EEEC20055,80,N,,自動控制系統,3.00,3.00,http://cssplab.cn.nctu.edu.tw,吳炳飛,M2W34-EE623[GF],,Automatic Control Systems,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,68,Q
1131_515135,113,1,515135,EEEC20056,70,N,,複變函數,3.00,3.00,,曾煜輝,W34n-EE220[GF],,Complex Variables,,1,511,1,電機工程學系,Department of Electrical and Computer Engineering,選修,Elective,data,58,U
1131_515136,113,1,515136,EEEC20057,120,N,,計算機組織,3.00,3.00,,劉志尉,M34W2-ED220[GF],,Computer Organization,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,168,Q
1131_515137,113,1,515137,EEEC20057,150,N,,計算機組織,3.00,3.00,,陳坤志,M34W2-EDB26[GF],,Computer Organization,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,104,Q
1131_515139,113,1,515139,EEEC20060,100,N,,資料結構,3.00,3.00,http://adar.ee.nctu.edu.tw,黃俊達,W34n-ED116[GF],限電機系,Data Structure,,1,QLM,1,人工智慧跨域學程-生醫組,Artificial Intelligence-Biomedicine,選修,Elective,data,118,Q
1131_515407,113,1,515407,EEDP10011,9999,*,,微分方程,3.00,3.00,,陳智弘,M34W2-EO103[GF],線上同步教學,Differential Equations,,1,514,1,光電工程學系,Department  of Photonics,必修,Required,data,51,U
1131_515409,113,1,515409,EEDP10002,9999,*,,光子學(二),3.00,3.00,https://sites.google.com/view/tzuling-chen/cover?authuser=0,陳姿伶,M8W34-CY203[GF],,Photonics(II),,1,514,1,光電工程學系,Department  of Photonics,必修,Required,data,38,U
1131_515613,113,1,515613,CSCS20052,50,N,,自然語言處理概論,3.00,3.00,,顏安孜,W34-ED102[GF],[English Medium Course]外系生請於開學上網加選；資工系與電資學士班學生優先選課；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously];主開3年級；本系生優先權順序：3年級，4年級，2年級，1年級,Introduction to Natural Language Processing,,1,550,1,資訊工程學系,Department of Computer Science,選修,Elective,data,56,U
1131_516101,113,1,516101,ENME10005,60,N,,工程數學（一）,3.00,3.00,,張瑞永,T2W34-EE106[GF],2A [English Medium Course],Engineering Mathematics (I),,1,611,1,機械工程學系,Department of Mechanical Engineering,必修,Required,data,72,U
1131_516111,113,1,516111,ENME10017,50,N,,流體力學,3.00,3.00,,賴錦文,T78W3-EE206[GF],3A [English Medium Course],Fluid Mechanics,,1,QJB,1,機械工程學系跨域學程(B)外系學生,Department of Mechanical Engineering  for Cross-disciplinary B,選修,Elective,data,39,Q
1131_516115,113,1,516115,ENME10005,60,N,,工程數學（一）,3.00,3.00,,陳竺博淵,T2W34-EE130[GF],2B [English Medium Course],Engineering Mathematics (I),,1,611,1,機械工程學系,Department of Mechanical Engineering,必修,Required,data,56,U
1131_516131,113,1,516131,ENME10017,60,N,,流體力學,3.00,3.00,https://cclabliaonctu.wixsite.com/cclnctu,廖英皓,T78W3-EE132[GF],3B,Fluid Mechanics,,1,QJB,1,機械工程學系跨域學程(B)外系學生,Department of Mechanical Engineering  for Cross-disciplinary B,選修,Elective,data,72,Q
1131_516214,113,1,516214,ENCV10023,50,N,,計算機概論,3.00,3.00,,高明秀,W234-CS-PC4[GF],AB班,Introduction to Computer Science,,1,612,1,土木工程學系,Department of Civil Engineering,必修,Required,data,51,U
1131_516218,113,1,516218,ENCV10024,35,N,,鋼筋混凝土學,3.00,3.00,,袁宇秉,W234-EB115[GF],[English Medium Course]C班,Reinforced Concrete,,1,612,1,土木工程學系,Department of Civil Engineering,必修,Required,data,39,U
1131_516221,113,1,516221,ENCV10015,60,N,,水文學,3.00,3.00,,石棟鑫,W34F2-EB118[GF],AB班,Hydrology,,1,612,1,土木工程學系,Department of Civil Engineering,必修,Required,data,34,U
1131_516231,113,1,516231,ENCV20024,20,N,,攝影測量與遙感探測,3.00,3.00,https://geoai.lab.nycu.edu.tw,張智安,W34-CS105[GF],第三小時為非同步方式授課,Photogrammetry & Remote Sensing,,1,612,1,土木工程學系,Department of Civil Engineering,選修,Elective,data,28,U
1131_516315,113,1,516315,ENMS10015,60,N,,材料有機化學,3.00,3.00,,劉典謨,W3F34-EF202[GF],"1.第一~第三階段限材料系加選
2.開學後才開放外系或外校加選",Organic Chemistry for Materials,,1,613,1,材料科學與工程學系,Department of Materials Science and Engineering,選修,Elective,data,29,U
1131_516600,113,1,516600,SCEP00022,65,N,,計算機概論（一）,3.00,3.00,http://nqpl.ep.nycu.edu.tw,簡紋濱,W234-SC160[GF],,Introduction to Computer Science (I),,1,651,1,電子物理學系,Department of Electro-Physics,必修,Required,data,68,U
1131_516602,113,1,516602,SCEP10016,75,N,,電磁學（一）,3.00,3.00,,鍾介文,W34F2-SC158[GF],[English Medium Course],Electromagnetics (I),,1,651,1,電子物理學系,Department of Electro-Physics,必修,Required,data,70,U
1131_516607,113,1,516607,SCEP10006,75,N,,應用數學（二）（微分方程）,3.00,3.00,,吳建德,M34W2-SC158[GF],,Applied Maths. (II)(Differential Equation),,1,651,1,電子物理學系,Department of Electro-Physics,必修,Required,data,58,U
1131_516617,113,1,516617,SCEP20006,9999,N,,固態物理（二）,3.00,3.00,,蘇蓉容,W34n-SC109[GF],[English Medium Course]電物系優先,Solid State Physics (II),,1,651,1,電子物理學系,Department of Electro-Physics,選修,Elective,data,42,U
1131_516700,113,1,516700,SCMA10019,85,*,,線性代數（一）,3.00,4.00,http://jupiter.math.nctu.edu.tw/~weng/weng.htm,翁志文,M56W34-SA321[GF],,Linear Algebra (I),,1,652,1,應用數學系,Department of Applied Mathematics,必修,Required,data,70,U
1131_516704,113,1,516704,SCMA10004,9999,N,,分析導論(一),4.00,5.00,http://,李明佳,T34WnR78-SA214[GF],,Introduction to Analysis (I),,1,652,1,應用數學系,Department of Applied Mathematics,必修,Required,data,53,U
1131_516705,113,1,516705,SCMA10029,25,*,,分析導論榮譽班(一),4.00,5.00,,陳子軒,T34WnR78-SA215[GF],人數上限25人,"Introduction to Analysis (I), Honor Class",,1,652,1,應用數學系,Department of Applied Mathematics,必修,Required,data,22,U
1131_516708,113,1,516708,SCMA10009,9999,*,,微分方程,3.00,3.00,,石至文,M34W2-SA311[GF],,Differential Equations,,1,652,1,應用數學系,Department of Applied Mathematics,必修,Required,data,66,U
1131_516709,113,1,516709,SCMA10016,60,*,,機率論,3.00,3.00,,許元春,W34F2-SA311[GF],,Probability Theory,,1,652,1,應用數學系,Department of Applied Mathematics,必修,Required,data,67,U
1131_516717,113,1,516717,SCMA20062,9999,*,,高等統計學,3.00,3.00,,王秀瑛,W234-SA213[GF],,Advanced Statistics,,1,652,1,應用數學系,Department of Applied Mathematics,選修,Elective,data,7,U
1131_516801,113,1,516801,SCAC20015,45,*,,計算機概論(一),3.00,3.00,https://dac.nycu.edu.tw/members/1285,李大偉,W234-CS-PC2[GF],上課地點：資訊技術服務中心PC2電腦教室。,Introduction to Computer Science (1),,1,654,1,應用化學系,Department of Applied Chemistry,選修,Elective,data,51,U
1131_516804,113,1,516804,SCAC10005,60,*,,應用數學,3.00,3.00,,魏恆理,W234-SB211[GF],[English Medium Course],Applied Mathematics,,1,654,1,應用化學系,Department of Applied Chemistry,必修,Required,data,58,U
1131_516811,113,1,516811,SCAC20002,10,N,,分析化學特論-科學研究方法,3.00,3.00,,許馨云,W234-EO615[GF],限本系本學期正在修專題研究之學生。,Special Topics of Analytical Chemistry - Communicating Science,,1,654,1,應用化學系,Department of Applied Chemistry,選修,Elective,data,6,U
1131_516813,113,1,516813,SCAC20013,30,N,,生物化學(一),3.00,3.00,https://dac.nycu.edu.tw/members/1266,吳淑褓,W234-SC159[GF],"限本系大三、大四同學。
跨域學程課程",Biochemistry (1),,1,654,1,應用化學系,Department of Applied Chemistry,選修,Elective,data,44,U
1131_517208,113,1,517208,MGTM20011,30,N,,運輸與配送管理,3.00,3.00,,張宗勝,W234-A904[GF],大三優先選課,Transportation and Distributiion Management,,1,QKP,1,運輸與物流管理學系跨域學程(B)外系學生,Dep. of Transportation and Logistics Management for Cross-Disciplin,選修,Elective,data,26,Q
1131_517405,113,1,517405,MGCM10007,80,*,,生產與作業管理,3.00,3.00,,王志軒,W234-MB520[GF],管院管理基礎課程；管院學生優先選課；上限80人；主開大三工管系、輔開管理學院、管科系、運管系、資財系；工管系大三必修，運管系學生需自下列六門課(財務管理、行銷學、人力資源管理、管理資訊系統、資料庫管理、生產與作業管理)任選二門為必修。,Production and Operation Management,,1,QJR,1,工業工程與管理學系跨域學程(B)外系學生,Department of Industrial Engineering and Management ,必修,Required,data,85,Q
1131_517409,113,1,517409,MGEM20009,9999,N,,工業工程與管理實務,2.00,3.00,,劉建良,T56W2-MB506[GF],工工系學生優先，不可旁聽,Industrial Practice,,1,QJR,1,工業工程與管理學系跨域學程(B)外系學生,Department of Industrial Engineering and Management ,必修,Required,data,70,Q
1131_517507,113,1,517507,MGIF20020,55,N,,Java程式設計,3.00,3.00,,陳耀宗,W234-M-b01[GF],資訊類課程；資財系優先選課；外系學生請於開學加退選階段上網選課。,Java Programming,,1,705,1,資訊管理與財務金融系,Department of Information and Finance Management,選修,Elective,data,48,U
1131_910058,113,1,910058,SESE00063,9999,N,,體育(5),.00,2.00,,系統工程,W34-,環資組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：呂昌憲老師。,Physical Education(5) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,20,T
1131_910060,113,1,910060,SESE00063,9999,N,,體育(5),.00,2.00,,系統工程,W34-,資工組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：葉美玲老師,Physical Education(5) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,23,T
1131_910061,113,1,910061,SESE00063,9999,N,,體育(5),.00,2.00,,系統工程,W34-,機航組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：羅國倫老師,Physical Education(5) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,15,T
1131_910062,113,1,910062,SESE10171,9999,N,,體育(7),.00,2.00,,系統工程,W12-,電機組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：劉翼諄老師,Physical Education(7),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,39,T
1131_910065,113,1,910065,SESE10171,9999,N,,體育(7),.00,2.00,,系統工程,W12-,動力組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：林煜棠老師,Physical Education(7),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,32,T
1131_910067,113,1,910067,SESE10171,9999,N,,體育(7),.00,2.00,,系統工程,W12-,機航組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：呂昌憲老師。,Physical Education(7),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,29,T
1131_910082,113,1,910082,SESE00051,9999,N,,英文(1),3.00,3.00,,系統工程,W34F3-,不分組A班，上課地點：國防大學理工學院，授課教師：黃靜珊老師,English(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,24,T
1131_910084,113,1,910084,SESE00051,9999,N,,英文(1),3.00,3.00,,系統工程,W12F6-,機航組，上課地點：國防大學理工學院，授課教師：黃靜珊老師,English(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,26,T
1131_910087,113,1,910087,SESE10037,9999,N,,微積分(1),4.00,4.00,https://sites.google.com/view/chengfangsu/teachging?authuser=0,蘇承芳,M34W12-,化材組+動力組，上課地點：國防大學理工學院,Calculus (1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,37,T
1131_910089,113,1,910089,SESE10037,9999,N,,微積分(1),4.00,4.00,https://sites.google.com/view/chengfangsu/teachging?authuser=0,蘇承芳,M34W12-,不分組A班，上課地點：國防大學理工學院,Calculus (1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,24,T
1131_910091,113,1,910091,SESE10037,9999,N,,微積分(1),4.00,4.00,,張枝成,M67W34-,機航組，上課地點：國防大學理工學院,Calculus (1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,26,T
1131_910098,113,1,910098,SESE10051,9999,N,,普通化學,3.00,3.00,,系統工程,M34W1-,電機組+環資組，上課地點：國防大學理工學院，授課教師：俞勝為老師,General Chemistry ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,40,T
1131_910099,113,1,910099,SESE10051,9999,N,,普通化學,3.00,3.00,,游竹淋,M56W3-,化材組+動力組，上課地點：國防大學理工學院,General Chemistry ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,37,T
1131_910102,113,1,910102,SESE10051,9999,N,,普通化學,3.00,3.00,,黃文鍵,W234-,不分組B班，上課地點：國防大學理工學院,General Chemistry ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,26,T
1131_910106,113,1,910106,SESE10134,9999,N,,資訊科學概論,2.00,2.00,,系統工程,W12-,資工組，上課地點：國防大學理工學院，授課教師：莊曜嘉、黃冠毓老師,Introduction to Information Science ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,27,T
1131_910112,113,1,910112,SESE10057,9999,N,,普通物理實驗 (1),2.00,2.00,https://htyu.droppages.com/,尤懷德,W34-,資工組，上課地點：國防大學理工學院,General Physics Lab.(1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,20,T
1131_910116,113,1,910116,SESE00018,9999,N,,大陸問題研究,3.00,3.00,,系統工程,W234-,環資組，上課地點：國防大學理工學院，授課教師：劉瀚嶸老師,Studies on Mainland China,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,28,T
1131_910131,113,1,910131,SESE10146,9999,N,,軍事倫理學,2.00,2.00,,系統工程,W34-,電機組，上課地點：國防大學理工學院，授課教師：陳東波老師,Military Ethics,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,15,T
1131_910132,113,1,910132,SESE10146,9999,N,,軍事倫理學,2.00,2.00,,系統工程,W34-,化材組，上課地點：國防大學理工學院，授課教師：陳東波老師,Military Ethics,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,7,T
1131_910134,113,1,910134,SESE10146,9999,N,,軍事倫理學,2.00,2.00,,系統工程,W12-,動力組，上課地點：國防大學理工學院，授課教師：陳東波老師,Military Ethics,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,24,T
1131_910142,113,1,910142,SESE00002,9999,N,,中級英文(1),2.00,2.00,,系統工程,W12-,電機組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：林晏渟老師,Intermediate English(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,14,T
1131_910143,113,1,910143,SESE00002,9999,N,,中級英文(1),2.00,2.00,,系統工程,W12-,化材組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：林晏渟老師,Intermediate English(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,6,T
1131_910145,113,1,910145,SESE00002,9999,N,,中級英文(1),2.00,2.00,,系統工程,W34-,動力組，重補修隨班附讀，上課地點：國防大學理工學院，授課教師：林晏渟老師,Intermediate English(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,23,T
1131_910154,113,1,910154,SESE00039,9999,N,,服務學習 (2),.00,1.00,,楊家宏,W1-,電機組電機班，上課地點：國防大學理工學院,Service Learning(2),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,9,T
1131_910155,113,1,910155,SESE00039,9999,N,,服務學習 (2),.00,1.00,,系統工程,W2-,化材組，上課地點：國防大學理工學院，授課教師：俞勝為老師,Service Learning(2),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,22,T
1131_910156,113,1,910156,SESE00039,9999,N,,服務學習 (2),.00,1.00,,林永慶,W1-,環資組，上課地點：國防大學理工學院,Service Learning(2),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,28,T
1131_910170,113,1,910170,SESE00034,9999,N,,日文(一) ,2.00,2.00,,系統工程,W34-,全組，上課地點：國防大學理工學院，授課教師：蔡志勇老師,japanese(I),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,16,T
1131_910201,113,1,910201,SESE00033,9999,N,,戲劇與人生 ,2.00,2.00,,系統工程,W34-,全組，上課地點：國防大學理工學院，授課教師：陳淑婷老師,Drama and Life,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,23,T
1131_910202,113,1,910202,SESE00043,9999,N,,環境保護  ,2.00,2.00,,鄭根發,W12-,全組，上課地點：國防大學理工學院,Environmental Protection,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,28,T
1131_910207,113,1,910207,SESE10166,9999,N,,電路學(2),3.00,3.00,,葉宗翰,W234-,電機組電子班，上課地點：國防大學理工學院,Fundamental of Electric Circuits (2),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,11,T
1131_910211,113,1,910211,SESE10158,9999,N,,電子實驗(1),1.00,3.00,,謝育立,W234-,電機組電機班，上課地點：國防大學理工學院,Experiments of Electrical Engineering(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,9,T
1131_910242,113,1,910242,SESE10187,9999,N,,電資戰,2.00,2.00,,聶若鹽,W34-,電機組，上課地點：國防大學理工學院,Introduction to Electronic and Information Warfare,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,37,T
1131_910250,113,1,910250,SESE10061,9999,N,,有機化學(1),3.00,3.00,,游竹淋,T12W1-,化材組化學班+材料班，上課地點：國防大學理工學院,Organic Chemistry(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,21,T
1131_910252,113,1,910252,SESE10026,9999,N,,工程數學(1),3.00,3.00,,鄭安佑,W346-,化材組，上課地點：國防大學理工學院,Engineering Mathematics(1),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,21,T
1131_910291,113,1,910291,SESE20018,9999,N,,大地測量學,3.00,3.00,,李宜珊,M34W2-,環資組空間班，上課地點：國防大學理工學院,Geodesy,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,3,T
1131_910296,113,1,910296,SESE20024,9999,N,,建築設備,3.00,3.00,,張又升,T9W12-,環資組軍工班，上課地點：國防大學理工學院,Building Equipment,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,,6,T
1131_910298,113,1,910298,SESE00103,9999,N,,地籍測量學,3.00,3.00,,系統工程,W123-,環資組空間班，上課地點：國防大學理工學院，授課教師：吳澍源老師,Cadastral Surveying,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,6,T
1131_910304,113,1,910304,SESE20089,9999,N,,氣候學,3.00,3.00,,蔡世樵,W234-,環資組大氣班，上課地點：國防大學理工學院,Climatology,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,3,T
1131_910309,113,1,910309,SESE20084,9999,N,,工程法規及採購,3.00,3.00,,張文南,T9W34-,環資組軍工班，上課地點：國防大學理工學院,Regulation and Contract Management for Construction,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,24,T
1131_910325,113,1,910325,SESE10030,9999,N,,工廠實習,1.00,2.00,,系統工程,W12-,動力組第1班，上課地點：國防大學理工學院，授課教師：黃國鑫老師,Workshop Practice,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,15,T
1131_910326,113,1,910326,SESE10030,9999,N,,工廠實習,1.00,2.00,,系統工程,W12-,動力組第2班，上課地點：國防大學理工學院，授課教師：黃國鑫老師,Workshop Practice,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,1,T
1131_910369,113,1,910369,SESE10137,9999,N,,資料結構,3.00,3.00,,系統工程,W34F1-,資工組，上課地點：國防大學理工學院，授課教師：黃冠毓老師,Data Structure,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,24,T
1131_910374,113,1,910374,SESE20002,9999,N,,作業系統概論,3.00,3.00,,張凱威,T4W12-,資工組，上課地點：國防大學理工學院,Introduction to Op;erating Systems,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,19,T
1131_910407,113,1,910407,SESE10032,9999,N,,工廠實習(2),1.00,2.00,,系統工程,W34-,機航組航空班，上課地點：國防大學理工學院，授課教師：黃國鑫、蔡林昌老師,Workshop Practice(2),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,19,T
1131_910408,113,1,910408,SESE10032,9999,N,,工廠實習(2),1.00,2.00,,系統工程,W34-,機航組機械班，上課地點：國防大學理工學院，授課教師：黃國鑫、蔡林昌老師,Workshop Practice(2),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,12,T
1131_910415,113,1,910415,SESE20067,9999,N,,電工學,3.00,3.00,,李彥宏,W2F12-,機航組，上課地點：國防大學理工學院,Electrical Engineering,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,16,T
1131_910418,113,1,910418,SESE20243,9999,N,,空氣動力學,3.00,3.00,https://htyu.droppages.com/,尤懷德,M34W1-,機航組航空班，上課地點：國防大學理工學院,Aerodynamics,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,6,T
1131_910445,113,1,910445,SESE20144,9999,*,,飛行力學,2.00,2.00,,孔健君,W34-,機航組，上課地點：國防大學理工學院,Flight Mechanics,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,data,2,T
1131_910451,113,1,910451,SESE00034,9999,*,,日文(一) ,2.00,2.00,,系統工程,W12-,全組，上課地點：國防大學理工學院，授課教師：蔡志勇老師,japanese(I),,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,選修,Elective,data,40,T
1131_113003,113,1,113003,MDDP10009,200,*,,生理學,2.20,2.20,,吳鈺琳、胡瑜峰、阮琪昌、李怡萱、林惠菁、黃自強、張原翊、簡千栩、吳莉玲、董萃英,M1234T1234W1234R1234F1234-YT001[YM],限醫三牙二，請參照PBL整合課程行事曆,Physiology,,1,D03,1,生理學科,Department of Physiology,必修,Required,data,187,U
1131_113101,113,1,113101,MDDR10014,9999,*,,藥理學,2.70,2.70,,嚴錦城、黃金洲、李新城、霍德義、王湘翠、駱雨利、張世霖、胡德民、張婷婷、兵岳忻、梁耀仁、柯信國、藍耿欣、鄒樂起、李沛璋、王怡凱、王笙帆、葉翰宜,M12345678T34W1234R1234F12345678-YT002[YM],請參照PBL整合課程行事曆,Pharmacology,,1,D04,1,藥理學科,Department of Pharmacology,必修,Required,data,136,U
1131_113700,113,1,113700,MDDS20056,9999,*,,外科學概論,.90,.90,,張世慶、陳柏霖、方文良、蔡昕霖、林之勛、王天祥、石育仲、石柏威、陳瑞裕、陳沂名,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Introduction to Surgery,,1,D10,1,外科學科,Department of Surgery,必修,Required,data,134,U
1131_162012,113,1,162012,GELW00022,35,N,,英語口說訓練：演講與簡報,2.00,2.00,,湯宜臻,W12-YX201[YM],[English Medium Course][1]初選第三階段(新生優先)限護理一、醫工一。 [2] 全英語授課，為維持教學品質，限制修課人數。,English Speaking practice: English Public Speaking and Presentation,,1,O06,1,語言學習與寫作中心,Language Learning and Writing Center,選修,Elective,data,34,O
1131_162013,113,1,162013,GELW00015,35,N,,英文跨文化溝通,2.00,2.00,,何彥如,W12-YT104[YM],[English Medium Course][1] 初選第三階段(新生優先)限護理一、醫工一。 [2] 全英語授課，為維持教學品質，限制修課人數。,Cross-Cultural Communication in English,,1,O06,1,語言學習與寫作中心,Language Learning and Writing Center,選修,Elective,data,38,O
1131_569001,113,1,569001,GESP00002,50,*,,永續趨勢入門,2.00,2.00,,李恩齊,W34-A204[GF],,Introduction to Sustainable Trends,,1,OU0,1,社群與永續教育中心,Sustainable and Peer Education Center,選修,Elective,data,38,O
1131_561009,113,1,561009,GECG10013,40,N,,大數據分析入門與實務研討,2.00,2.00,,白姝玉,W34-A213[GF],「大數據分析入門與實務研討」不接受修過「機器學習」同學修讀。同學請自備筆電，額滿不加簽。,Basic and Practice of Big Data Analytics,,1,OU1,1,人文科學中心,Center of General Education,核心,Core curriculum,data,40,O
1131_561020,113,1,561020,GECG00031,40,*,,生命與生醫,2.00,2.00,,林苕吟,W34-A205[GF],「生命與生醫」不接受生科系同學修讀。[English Medium Course] 第一階段大四以上優先選課,Life and Biomedicine,,1,OU1,1,人文科學中心,Center of General Education,核心,Core curriculum,data,30,O
1131_561026,113,1,561026,GECG00006,40,N,,國際政治經濟學,2.00,2.00,https://chiouyihung.nctu.edu.tw/,邱奕宏,W34-A303[GF],,International Political Economy,,1,OU1,1,人文科學中心,Center of General Education,核心,Core curriculum,data,44,O
1131_561030,113,1,561030,GECG10046,70,N,,馬克思學說之析評,2.00,2.00,,洪鎌德,W34-A102[GF],,The Analysis and Critique of Marx’s Thought,,1,OU1,1,人文科學中心,Center of General Education,核心,Core curriculum,data,76,O
1131_561057,113,1,561057,GECG00027,50,N,,書學與書道,2.00,2.00,,黃漢昌,W12-A202[GF],實地線上混合教學課程。 陽明校區：線上，請向教師索取線上連結。,Theories and Practice of Calligraphy,,1,OU1,1,人文科學中心,Center of General Education,核心,Core curriculum,data,47,O
